what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.commons.ui",1337915276373
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.0.v20120319-0200,"org.eclipse.mylyn.commons.workbench",1337915276373
started,bundle,org.eclipse.mylyn.context.core,3.7.0.v20120319-0200,"org.eclipse.mylyn.context.core",1337915276373
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.context.tasks.ui",1337915276374
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.monitor.ui",1337915276374
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.0.v20120319-0200,"org.eclipse.mylyn.tasks.index.core",1337915276375
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.tasks.ui",1337915276375
started,bundle,org.eclipse.mylyn.team.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.team.ui",1337915276376
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1337915276376
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1337915276377
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1337915276377
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1337915276378
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1337915276379
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1337915276379
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1337915276380
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1337915276380
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1337915276381
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1337915276381
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1337915276382
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1337915276398
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1337915276398
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1337915276398
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1337915276399
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1337915276399
os,sysinfo,,,"win32",1337915276402
arch,sysinfo,,,"x86",1337915276402
ws,sysinfo,,,"win32",1337915276402
locale,sysinfo,,,"en_US",1337915276402
processors,sysinfo,,,"2",1337915276402
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1337915276402
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1337915276402
java.specification.name,sysinfo,,,"Java Platform API Specification",1337915276402
java.specification.vendor,sysinfo,,,"Oracle Corporation",1337915276402
java.specification.version,sysinfo,,,"1.7",1337915276402
java.vendor,sysinfo,,,"Oracle Corporation",1337915276402
java.version,sysinfo,,,"1.7.0_01",1337915276402
java.vm.info,sysinfo,,,"mixed mode, sharing",1337915276402
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1337915276402
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1337915276402
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1337915276402
java.vm.specification.version,sysinfo,,,"1.7",1337915276402
java.vm.vendor,sysinfo,,,"Oracle Corporation",1337915276402
java.vm.version,sysinfo,,,"21.1-b02",1337915276402
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1337915276405
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1337915276506
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337915276597
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337915276617
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1337915276729
started,bundle,com.android.ide.eclipse.traceview,17.0.0.v201203161636-291853,"com.android.ide.eclipse.traceview",1337915280514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337915287327
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1337915361670
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1337915361716
error,log,,,"Failed to load properties file for project 'Level2'",1337915361827
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1337915361853
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1337915361870
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1337915362272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337915362294
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1337915362942
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1337915363009
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1337915363452
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1337915363473
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1337915363474
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1337916223537
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337916223644
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337916223827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916224223
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1337916224356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916227094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916231855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916249788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916250388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916251352
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337916251372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916252372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916253638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916253733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916254095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916254320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916254999
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1337916256476
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1337916257214
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1337916257300
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1337916257801
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1337916257832
opened,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1337916258618
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1337916258903
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1337916259311
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1337916259444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916260668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916266044
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1337916280273
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337916280311
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1337916280492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916283770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916318455
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337916318714
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1337916318963
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1337916319092
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337916319133
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1337916321182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1337916376132
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1337916377857
started,bundle,org.eclipse.mylyn.java.tasks,3.7.0.v20120319-0200,"org.eclipse.mylyn.java.tasks",1337916378141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916388011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916658866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916661579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916682431
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337916684509
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337916685232
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1337916685956
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1337916688024
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337916690513
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337916692574
opened,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337916694544
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337916694625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1337916708754
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337916716688
opened,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337916736189
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337916736294
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337916738728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916740121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916742383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916785947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916788229
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337916815832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1337916882166
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337916904725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916904854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337916906345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1337916908718
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337916920363
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337916927465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337917061427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1337917098991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337917105594
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1337917105939
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1337917117627
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337917128092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1337917137242
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1337917139902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917165607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917179772
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1337917179891
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1337917179981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1337917179982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1337917179982
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1337917194053
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337917200282
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337917203583
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337917205193
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1337917208862
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.CommonXmlEditor",1337917216921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1337917224166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1337917257587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1337917261693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1337917272557
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337917292281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917300124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917340573
activated,editor,com.android.ide.eclipse.adt,17.0.0.v201203161636-291853,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1337917340799
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337917343733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917363954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917409825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917424245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917449433
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1337917455061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917471293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917471476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917479350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917479507
started,bundle,org.eclipse.mylyn.java.ui,3.7.0.v20120319-0200,"org.eclipse.mylyn.java.ui",1337917501740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1337917502043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1337917526934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917548111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917563773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917579782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917579923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917585585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917585750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917620712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917782186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917861319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917908892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917921772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917922654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917931244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917931380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337917967964
